Voucher Type,Invoice No,Date,Ref,Dr Account,Cr.Account,Cost Center,Amount,Narration
sales,6396,08-08-2014,00884 / Mantralaya,Mantralaya Impex ,,00884 / Mantralaya,10309,JOBNO:00884/ AWB/BL.NO.:569631766 dt.14/07/2014/ BE.NO.:6256074 dt.28/07/2014/ CORNER MULLION 60/88 HWF (PVC) (500103-100) (290 MTR @ EUR 2.26/MTR) (FOR BUILDING EQUIPMENTS)/ 686 PKG/19077.120 KGS/ ,
sales,6396,08-08-2014,00884 / Mantralaya,,Transport Charges,00884 / Mantralaya,10000,JOBNO:00884/ AWB/BL.NO.:569631766 dt.14/07/2014/ BE.NO.:6256074 dt.28/07/2014/ CORNER MULLION 60/88 HWF (PVC) (500103-100) (290 MTR @ EUR 2.26/MTR) (FOR BUILDING EQUIPMENTS)/ 686 PKG/19077.120 KGS/ ,
sales,6396,08-08-2014,00884 / Mantralaya,,Service Tax,00884 / Mantralaya,309,JOBNO:00884/ AWB/BL.NO.:569631766 dt.14/07/2014/ BE.NO.:6256074 dt.28/07/2014/ CORNER MULLION 60/88 HWF (PVC) (500103-100) (290 MTR @ EUR 2.26/MTR) (FOR BUILDING EQUIPMENTS)/ 686 PKG/19077.120 KGS/ ,
sales,6397,08-08-2014,00749 / KAMADHENU,KAMADHENU ASSOCIATES,,00749 / KAMADHENU,718876.5,JOBNO:00749/ AWB/BL.NO.:0224A72106 dt.17/06/2014/ BE.NO.:6218010 dt.23/07/2014/ HANDLE II-L40 WHITE (HARD WARE EQUPIMENT) (750 SET @ USD 1.35 / SET)/ 557 CTN/6842 KGS/ ,
sales,6397,08-08-2014,00749 / KAMADHENU,,Documentation charges,00749 / KAMADHENU,250,JOBNO:00749/ AWB/BL.NO.:0224A72106 dt.17/06/2014/ BE.NO.:6218010 dt.23/07/2014/ HANDLE II-L40 WHITE (HARD WARE EQUPIMENT) (750 SET @ USD 1.35 / SET)/ 557 CTN/6842 KGS/ ,
sales,6397,08-08-2014,00749 / KAMADHENU,,Delivery Expenses,00749 / KAMADHENU,500,JOBNO:00749/ AWB/BL.NO.:0224A72106 dt.17/06/2014/ BE.NO.:6218010 dt.23/07/2014/ HANDLE II-L40 WHITE (HARD WARE EQUPIMENT) (750 SET @ USD 1.35 / SET)/ 557 CTN/6842 KGS/ ,
sales,6397,08-08-2014,00749 / KAMADHENU,,Agency charges,00749 / KAMADHENU,2000,JOBNO:00749/ AWB/BL.NO.:0224A72106 dt.17/06/2014/ BE.NO.:6218010 dt.23/07/2014/ HANDLE II-L40 WHITE (HARD WARE EQUPIMENT) (750 SET @ USD 1.35 / SET)/ 557 CTN/6842 KGS/ ,
sales,6397,08-08-2014,00749 / KAMADHENU,,Misc. Expenses,00749 / KAMADHENU,6000,JOBNO:00749/ AWB/BL.NO.:0224A72106 dt.17/06/2014/ BE.NO.:6218010 dt.23/07/2014/ HANDLE II-L40 WHITE (HARD WARE EQUPIMENT) (750 SET @ USD 1.35 / SET)/ 557 CTN/6842 KGS/ ,
sales,6397,08-08-2014,00749 / KAMADHENU,,CFS Charges,00749 / KAMADHENU,13392,JOBNO:00749/ AWB/BL.NO.:0224A72106 dt.17/06/2014/ BE.NO.:6218010 dt.23/07/2014/ HANDLE II-L40 WHITE (HARD WARE EQUPIMENT) (750 SET @ USD 1.35 / SET)/ 557 CTN/6842 KGS/ ,
sales,6397,08-08-2014,00749 / KAMADHENU,,DO CHARGES,00749 / KAMADHENU,54987,JOBNO:00749/ AWB/BL.NO.:0224A72106 dt.17/06/2014/ BE.NO.:6218010 dt.23/07/2014/ HANDLE II-L40 WHITE (HARD WARE EQUPIMENT) (750 SET @ USD 1.35 / SET)/ 557 CTN/6842 KGS/ ,
sales,6397,08-08-2014,00749 / KAMADHENU,,Custom Duty,00749 / KAMADHENU,639442,JOBNO:00749/ AWB/BL.NO.:0224A72106 dt.17/06/2014/ BE.NO.:6218010 dt.23/07/2014/ HANDLE II-L40 WHITE (HARD WARE EQUPIMENT) (750 SET @ USD 1.35 / SET)/ 557 CTN/6842 KGS/ ,
sales,6397,08-08-2014,00749 / KAMADHENU,,Survey Fees,00749 / KAMADHENU,1224,JOBNO:00749/ AWB/BL.NO.:0224A72106 dt.17/06/2014/ BE.NO.:6218010 dt.23/07/2014/ HANDLE II-L40 WHITE (HARD WARE EQUPIMENT) (750 SET @ USD 1.35 / SET)/ 557 CTN/6842 KGS/ ,
sales,6397,08-08-2014,00749 / KAMADHENU,,Service Tax,00749 / KAMADHENU,1081.5,JOBNO:00749/ AWB/BL.NO.:0224A72106 dt.17/06/2014/ BE.NO.:6218010 dt.23/07/2014/ HANDLE II-L40 WHITE (HARD WARE EQUPIMENT) (750 SET @ USD 1.35 / SET)/ 557 CTN/6842 KGS/ ,
sales,6398,08-08-2014,00749 / KAMADHENU,KAMADHENU ASSOCIATES,,00749 / KAMADHENU,3608.15,JOBNO:00749/ AWB/BL.NO.:0224A72106 dt.17/06/2014/ BE.NO.:6218010 dt.23/07/2014/ HANDLE II-L40 WHITE (HARD WARE EQUPIMENT) (750 SET @ USD 1.35 / SET)/ 557 CTN/6842 KGS/ ,
sales,6398,08-08-2014,00749 / KAMADHENU,,Transport Charges,00749 / KAMADHENU,3500,JOBNO:00749/ AWB/BL.NO.:0224A72106 dt.17/06/2014/ BE.NO.:6218010 dt.23/07/2014/ HANDLE II-L40 WHITE (HARD WARE EQUPIMENT) (750 SET @ USD 1.35 / SET)/ 557 CTN/6842 KGS/ ,
sales,6398,08-08-2014,00749 / KAMADHENU,,Service Tax,00749 / KAMADHENU,108.15,JOBNO:00749/ AWB/BL.NO.:0224A72106 dt.17/06/2014/ BE.NO.:6218010 dt.23/07/2014/ HANDLE II-L40 WHITE (HARD WARE EQUPIMENT) (750 SET @ USD 1.35 / SET)/ 557 CTN/6842 KGS/ ,
sales,6399,08-08-2014,00908 / FERRUM,FERRUM EXTREME ENGINEERING PRIVATE LTD,,00908 / FERRUM,15286.8,JOBNO:00908/ AWB/BL.NO.:KCHE003 dt.01/07/2014/ BE.NO.:6202912 dt.22/07/2014/ HOT ROLLED STEEL PLATES (4-G-00278) (38 X 1930 X 6170 MM)/ 1 PCS/3553 KGS/ ,
sales,6399,08-08-2014,00908 / FERRUM,,Documentation charges,00908 / FERRUM,500,JOBNO:00908/ AWB/BL.NO.:KCHE003 dt.01/07/2014/ BE.NO.:6202912 dt.22/07/2014/ HOT ROLLED STEEL PLATES (4-G-00278) (38 X 1930 X 6170 MM)/ 1 PCS/3553 KGS/ ,
sales,6399,08-08-2014,00908 / FERRUM,,Agency charges,00908 / FERRUM,3000,JOBNO:00908/ AWB/BL.NO.:KCHE003 dt.01/07/2014/ BE.NO.:6202912 dt.22/07/2014/ HOT ROLLED STEEL PLATES (4-G-00278) (38 X 1930 X 6170 MM)/ 1 PCS/3553 KGS/ ,
sales,6399,08-08-2014,00908 / FERRUM,,Examination expenses,00908 / FERRUM,1000,JOBNO:00908/ AWB/BL.NO.:KCHE003 dt.01/07/2014/ BE.NO.:6202912 dt.22/07/2014/ HOT ROLLED STEEL PLATES (4-G-00278) (38 X 1930 X 6170 MM)/ 1 PCS/3553 KGS/ ,
sales,6399,08-08-2014,00908 / FERRUM,,Loading and Unloading Charges,00908 / FERRUM,6000,JOBNO:00908/ AWB/BL.NO.:KCHE003 dt.01/07/2014/ BE.NO.:6202912 dt.22/07/2014/ HOT ROLLED STEEL PLATES (4-G-00278) (38 X 1930 X 6170 MM)/ 1 PCS/3553 KGS/ ,
sales,6399,08-08-2014,00908 / FERRUM,,Port Trust Charges,00908 / FERRUM,1242,JOBNO:00908/ AWB/BL.NO.:KCHE003 dt.01/07/2014/ BE.NO.:6202912 dt.22/07/2014/ HOT ROLLED STEEL PLATES (4-G-00278) (38 X 1930 X 6170 MM)/ 1 PCS/3553 KGS/ ,
sales,6399,08-08-2014,00908 / FERRUM,,DO CHARGES,00908 / FERRUM,2247,JOBNO:00908/ AWB/BL.NO.:KCHE003 dt.01/07/2014/ BE.NO.:6202912 dt.22/07/2014/ HOT ROLLED STEEL PLATES (4-G-00278) (38 X 1930 X 6170 MM)/ 1 PCS/3553 KGS/ ,
sales,6399,08-08-2014,00908 / FERRUM,,Service Tax,00908 / FERRUM,1297.8,JOBNO:00908/ AWB/BL.NO.:KCHE003 dt.01/07/2014/ BE.NO.:6202912 dt.22/07/2014/ HOT ROLLED STEEL PLATES (4-G-00278) (38 X 1930 X 6170 MM)/ 1 PCS/3553 KGS/ ,
sales,6400,08-08-2014,00880 / SHETRON,SHETRON LIMITED ,,00880 / SHETRON,32823.26,JOBNO:00880/ AWB/BL.NO.:SGHYX9032 dt.14/07/2014/ BE.NO.: dt./ IMPRESSION / 1 PKG/748 KGS/ ,
sales,6400,08-08-2014,00880 / SHETRON,,Documentation charges,00880 / SHETRON,250,JOBNO:00880/ AWB/BL.NO.:SGHYX9032 dt.14/07/2014/ BE.NO.: dt./ IMPRESSION / 1 PKG/748 KGS/ ,
sales,6400,08-08-2014,00880 / SHETRON,,P.O.Conveyance,00880 / SHETRON,300,JOBNO:00880/ AWB/BL.NO.:SGHYX9032 dt.14/07/2014/ BE.NO.: dt./ IMPRESSION / 1 PKG/748 KGS/ ,
sales,6400,08-08-2014,00880 / SHETRON,,Unloading Charges,00880 / SHETRON,300,JOBNO:00880/ AWB/BL.NO.:SGHYX9032 dt.14/07/2014/ BE.NO.: dt./ IMPRESSION / 1 PKG/748 KGS/ ,
sales,6400,08-08-2014,00880 / SHETRON,,Agency charges,00880 / SHETRON,2000,JOBNO:00880/ AWB/BL.NO.:SGHYX9032 dt.14/07/2014/ BE.NO.: dt./ IMPRESSION / 1 PKG/748 KGS/ ,
sales,6400,08-08-2014,00880 / SHETRON,,CFS Charges,00880 / SHETRON,5028,JOBNO:00880/ AWB/BL.NO.:SGHYX9032 dt.14/07/2014/ BE.NO.: dt./ IMPRESSION / 1 PKG/748 KGS/ ,
sales,6400,08-08-2014,00880 / SHETRON,,DO CHARGES,00880 / SHETRON,24593,JOBNO:00880/ AWB/BL.NO.:SGHYX9032 dt.14/07/2014/ BE.NO.: dt./ IMPRESSION / 1 PKG/748 KGS/ ,
sales,6400,08-08-2014,00880 / SHETRON,,Service Tax,00880 / SHETRON,352.26,JOBNO:00880/ AWB/BL.NO.:SGHYX9032 dt.14/07/2014/ BE.NO.: dt./ IMPRESSION / 1 PKG/748 KGS/ ,
sales,6401,08-08-2014,00880 / SHETRON,SHETRON LIMITED ,,00880 / SHETRON,9278.1,JOBNO:00880/ AWB/BL.NO.:SGHYX9032 dt.14/07/2014/ BE.NO.:6272087 dt./ IMPRESSION/ 1 PKG/748 KGS/ ,
sales,6401,08-08-2014,00880 / SHETRON,,Transport Charges,00880 / SHETRON,9000,JOBNO:00880/ AWB/BL.NO.:SGHYX9032 dt.14/07/2014/ BE.NO.:6272087 dt./ IMPRESSION/ 1 PKG/748 KGS/ ,
sales,6401,08-08-2014,00880 / SHETRON,,Service Tax,00880 / SHETRON,278.1,JOBNO:00880/ AWB/BL.NO.:SGHYX9032 dt.14/07/2014/ BE.NO.:6272087 dt./ IMPRESSION/ 1 PKG/748 KGS/ ,
sales,6402,08-08-2014,00950 / SHETRON,SHETRON LIMITED ,,00950 / SHETRON,43533.26,JOBNO:00950/ AWB/BL.NO.:HDMUYNWB0892564 dt.14/07/2014/ BE.NO.: dt./ TIN PLATE FULL APRATURE EASY OPEN ENDS (WITH PRINTED) (50000 PCS@ USD 50.25/PCS)/ 2 PLT/1680 KGS/ ,
sales,6402,08-08-2014,00950 / SHETRON,,Documentation charges,00950 / SHETRON,250,JOBNO:00950/ AWB/BL.NO.:HDMUYNWB0892564 dt.14/07/2014/ BE.NO.: dt./ TIN PLATE FULL APRATURE EASY OPEN ENDS (WITH PRINTED) (50000 PCS@ USD 50.25/PCS)/ 2 PLT/1680 KGS/ ,
sales,6402,08-08-2014,00950 / SHETRON,,P.O.Conveyance,00950 / SHETRON,300,JOBNO:00950/ AWB/BL.NO.:HDMUYNWB0892564 dt.14/07/2014/ BE.NO.: dt./ TIN PLATE FULL APRATURE EASY OPEN ENDS (WITH PRINTED) (50000 PCS@ USD 50.25/PCS)/ 2 PLT/1680 KGS/ ,
sales,6402,08-08-2014,00950 / SHETRON,,Unloading Charges,00950 / SHETRON,300,JOBNO:00950/ AWB/BL.NO.:HDMUYNWB0892564 dt.14/07/2014/ BE.NO.: dt./ TIN PLATE FULL APRATURE EASY OPEN ENDS (WITH PRINTED) (50000 PCS@ USD 50.25/PCS)/ 2 PLT/1680 KGS/ ,
sales,6402,08-08-2014,00950 / SHETRON,,Agency charges,00950 / SHETRON,2000,JOBNO:00950/ AWB/BL.NO.:HDMUYNWB0892564 dt.14/07/2014/ BE.NO.: dt./ TIN PLATE FULL APRATURE EASY OPEN ENDS (WITH PRINTED) (50000 PCS@ USD 50.25/PCS)/ 2 PLT/1680 KGS/ ,
sales,6402,08-08-2014,00950 / SHETRON,,CFS Charges,00950 / SHETRON,5758,JOBNO:00950/ AWB/BL.NO.:HDMUYNWB0892564 dt.14/07/2014/ BE.NO.: dt./ TIN PLATE FULL APRATURE EASY OPEN ENDS (WITH PRINTED) (50000 PCS@ USD 50.25/PCS)/ 2 PLT/1680 KGS/ ,
sales,6402,08-08-2014,00950 / SHETRON,,DO CHARGES,00950 / SHETRON,34573,JOBNO:00950/ AWB/BL.NO.:HDMUYNWB0892564 dt.14/07/2014/ BE.NO.: dt./ TIN PLATE FULL APRATURE EASY OPEN ENDS (WITH PRINTED) (50000 PCS@ USD 50.25/PCS)/ 2 PLT/1680 KGS/ ,
sales,6402,08-08-2014,00950 / SHETRON,,Service Tax,00950 / SHETRON,352.26,JOBNO:00950/ AWB/BL.NO.:HDMUYNWB0892564 dt.14/07/2014/ BE.NO.: dt./ TIN PLATE FULL APRATURE EASY OPEN ENDS (WITH PRINTED) (50000 PCS@ USD 50.25/PCS)/ 2 PLT/1680 KGS/ ,
sales,6403,08-08-2014,00950 / SHETRON,SHETRON LIMITED ,,00950 / SHETRON,10824.45,JOBNO:00950/ AWB/BL.NO.:HDMUYNWB0892564 dt.14/07/2014/ BE.NO.:6245273 dt.26/07/2014/ TIN PLATE FULL APRATURE EASY OPEN ENDS (WITH PRINTED) (50000 PCS@ USD 50.25/PCS)/ 2 PLT/1680 KGS/ ,
sales,6403,08-08-2014,00950 / SHETRON,,Transport Charges,00950 / SHETRON,10500,JOBNO:00950/ AWB/BL.NO.:HDMUYNWB0892564 dt.14/07/2014/ BE.NO.:6245273 dt.26/07/2014/ TIN PLATE FULL APRATURE EASY OPEN ENDS (WITH PRINTED) (50000 PCS@ USD 50.25/PCS)/ 2 PLT/1680 KGS/ ,
sales,6403,08-08-2014,00950 / SHETRON,,Service Tax,00950 / SHETRON,324.45,JOBNO:00950/ AWB/BL.NO.:HDMUYNWB0892564 dt.14/07/2014/ BE.NO.:6245273 dt.26/07/2014/ TIN PLATE FULL APRATURE EASY OPEN ENDS (WITH PRINTED) (50000 PCS@ USD 50.25/PCS)/ 2 PLT/1680 KGS/ ,
sales,6404,08-08-2014,00990 / CREATION,CREATION,,00990 / CREATION,170201.6,JOBNO:00990/ AWB/BL.NO.:WOLMC2014060003 dt.22/06/2014/ BE.NO.:6293734 dt.31/07/2014/ 100% POLYESTER BLANKET  (200 X 240CM/3.8KG(+-10%) [PTR NO.TC/LCH/QE/1933Q DT 01-7-14]/ 260 CTN/7900 KGS/ ,
sales,6404,08-08-2014,00990 / CREATION,,Documentation charges,00990 / CREATION,250,JOBNO:00990/ AWB/BL.NO.:WOLMC2014060003 dt.22/06/2014/ BE.NO.:6293734 dt.31/07/2014/ 100% POLYESTER BLANKET  (200 X 240CM/3.8KG(+-10%) [PTR NO.TC/LCH/QE/1933Q DT 01-7-14]/ 260 CTN/7900 KGS/ ,
sales,6404,08-08-2014,00990 / CREATION,,Delivery Expenses,00990 / CREATION,750,JOBNO:00990/ AWB/BL.NO.:WOLMC2014060003 dt.22/06/2014/ BE.NO.:6293734 dt.31/07/2014/ 100% POLYESTER BLANKET  (200 X 240CM/3.8KG(+-10%) [PTR NO.TC/LCH/QE/1933Q DT 01-7-14]/ 260 CTN/7900 KGS/ ,
sales,6404,08-08-2014,00990 / CREATION,,Agency charges,00990 / CREATION,10000,JOBNO:00990/ AWB/BL.NO.:WOLMC2014060003 dt.22/06/2014/ BE.NO.:6293734 dt.31/07/2014/ 100% POLYESTER BLANKET  (200 X 240CM/3.8KG(+-10%) [PTR NO.TC/LCH/QE/1933Q DT 01-7-14]/ 260 CTN/7900 KGS/ ,
sales,6404,08-08-2014,00990 / CREATION,,Custom Sundries,00990 / CREATION,20000,JOBNO:00990/ AWB/BL.NO.:WOLMC2014060003 dt.22/06/2014/ BE.NO.:6293734 dt.31/07/2014/ 100% POLYESTER BLANKET  (200 X 240CM/3.8KG(+-10%) [PTR NO.TC/LCH/QE/1933Q DT 01-7-14]/ 260 CTN/7900 KGS/ ,
sales,6404,08-08-2014,00990 / CREATION,,CFS Charges,00990 / CREATION,37079,JOBNO:00990/ AWB/BL.NO.:WOLMC2014060003 dt.22/06/2014/ BE.NO.:6293734 dt.31/07/2014/ 100% POLYESTER BLANKET  (200 X 240CM/3.8KG(+-10%) [PTR NO.TC/LCH/QE/1933Q DT 01-7-14]/ 260 CTN/7900 KGS/ ,
sales,6404,08-08-2014,00990 / CREATION,,DO CHARGES,00990 / CREATION,98291,JOBNO:00990/ AWB/BL.NO.:WOLMC2014060003 dt.22/06/2014/ BE.NO.:6293734 dt.31/07/2014/ 100% POLYESTER BLANKET  (200 X 240CM/3.8KG(+-10%) [PTR NO.TC/LCH/QE/1933Q DT 01-7-14]/ 260 CTN/7900 KGS/ ,
sales,6404,08-08-2014,00990 / CREATION,,Service Tax,00990 / CREATION,3831.6,JOBNO:00990/ AWB/BL.NO.:WOLMC2014060003 dt.22/06/2014/ BE.NO.:6293734 dt.31/07/2014/ 100% POLYESTER BLANKET  (200 X 240CM/3.8KG(+-10%) [PTR NO.TC/LCH/QE/1933Q DT 01-7-14]/ 260 CTN/7900 KGS/ ,
sales,6405,08-08-2014,00803 / APOLLO,APOLLO TYRES LIMITED,,00803 / APOLLO,21573.12,JOBNO:00803/ AWB/BL.NO.:PUSMAA140000220 DT.21/06/2014/ BE.NO.:6146534 dt.17/07/2014/ STYRENE BUTADIENE/ 128BOX / 150796.8KGS/ 4100039996,
sales,6405,08-08-2014,00803 / APOLLO,,Agency charges,00803 / APOLLO,19200,JOBNO:00803/ AWB/BL.NO.:PUSMAA140000220 DT.21/06/2014/ BE.NO.:6146534 dt.17/07/2014/ STYRENE BUTADIENE/ 128BOX / 150796.8KGS/ 4100039996,
sales,6405,08-08-2014,00803 / APOLLO,,Service Tax,00803 / APOLLO,2373.12,JOBNO:00803/ AWB/BL.NO.:PUSMAA140000220 DT.21/06/2014/ BE.NO.:6146534 dt.17/07/2014/ STYRENE BUTADIENE/ 128BOX / 150796.8KGS/ 4100039996,
sales,6406,08-08-2014,00823 / APOLLO,APOLLO TYRES LIMITED,,00823 / APOLLO,3707.88,JOBNO:00823/ AWB/BL.NO.:NYKS2323073880 DT.27/06/2014/ BE.NO.:6143791 dt.17/07/2014/ POLYESTER/ 21ROLS / 18470KGS/ 4100039160,
sales,6406,08-08-2014,00823 / APOLLO,,Agency charges,00823 / APOLLO,3300,JOBNO:00823/ AWB/BL.NO.:NYKS2323073880 DT.27/06/2014/ BE.NO.:6143791 dt.17/07/2014/ POLYESTER/ 21ROLS / 18470KGS/ 4100039160,
sales,6406,08-08-2014,00823 / APOLLO,,Service Tax,00823 / APOLLO,407.88,JOBNO:00823/ AWB/BL.NO.:NYKS2323073880 DT.27/06/2014/ BE.NO.:6143791 dt.17/07/2014/ POLYESTER/ 21ROLS / 18470KGS/ 4100039160,
sales,6407,08-08-2014,00824 / APOLLO,APOLLO TYRES LIMITED,,00824 / APOLLO,26966.4,JOBNO:00824/ AWB/BL.NO.:NYKS3023624470 dt.30/06/2014/ BE.NO.:6080523 dt.10/07/2014/ SYNTHETIC RUBBER/ 150 PKG/210000 KGS/ 4100039723,
sales,6407,08-08-2014,00824 / APOLLO,,Agency charges,00824 / APOLLO,24000,JOBNO:00824/ AWB/BL.NO.:NYKS3023624470 dt.30/06/2014/ BE.NO.:6080523 dt.10/07/2014/ SYNTHETIC RUBBER/ 150 PKG/210000 KGS/ 4100039723,
sales,6407,08-08-2014,00824 / APOLLO,,Service Tax,00824 / APOLLO,2966.4,JOBNO:00824/ AWB/BL.NO.:NYKS3023624470 dt.30/06/2014/ BE.NO.:6080523 dt.10/07/2014/ SYNTHETIC RUBBER/ 150 PKG/210000 KGS/ 4100039723,
sales,6408,08-08-2014,00769 / APOLLO,APOLLO TYRES LIMITED,,00769 / APOLLO,3707.88,JOBNO:00769/ AWB/BL.NO.:HBG0988549 DT.22/06/2014/ BE.NO.:6183189 dt.21/07/2014/ PARAPFINWAX/ 1120PKG / 22691KGS/ 410003547,
sales,6408,08-08-2014,00769 / APOLLO,,Agency charges,00769 / APOLLO,3300,JOBNO:00769/ AWB/BL.NO.:HBG0988549 DT.22/06/2014/ BE.NO.:6183189 dt.21/07/2014/ PARAPFINWAX/ 1120PKG / 22691KGS/ 410003547,
sales,6408,08-08-2014,00769 / APOLLO,,Service Tax,00769 / APOLLO,407.88,JOBNO:00769/ AWB/BL.NO.:HBG0988549 DT.22/06/2014/ BE.NO.:6183189 dt.21/07/2014/ PARAPFINWAX/ 1120PKG / 22691KGS/ 410003547,
sales,6409,08-08-2014,00711 / APOLLO,APOLLO TYRES LIMITED,,00711 / APOLLO,3707.88,JOBNO:00711/ AWB/BL.NO.:HLCUTPE140618484 dt.17/06/2014/ BE.NO.:5968226 dt.30/06/2014/ NYLON TYRE CORD DIPPED/ 24 ROL/11773 KGS/ ,
sales,6409,08-08-2014,00711 / APOLLO,,Agency charges,00711 / APOLLO,3300,JOBNO:00711/ AWB/BL.NO.:HLCUTPE140618484 dt.17/06/2014/ BE.NO.:5968226 dt.30/06/2014/ NYLON TYRE CORD DIPPED/ 24 ROL/11773 KGS/ ,
sales,6409,08-08-2014,00711 / APOLLO,,Service Tax,00711 / APOLLO,407.88,JOBNO:00711/ AWB/BL.NO.:HLCUTPE140618484 dt.17/06/2014/ BE.NO.:5968226 dt.30/06/2014/ NYLON TYRE CORD DIPPED/ 24 ROL/11773 KGS/ ,
sales,6410,08-08-2014,00851 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00851 / GKN,10864.54,JOBNO:00851/ AWB/BL.NO.:SINCB14029347 dt.14/07/2014/ BE.NO.:6239099 dt.25/07/2014/ GREASE ONE LUBER GKN-C (180 KGS / DRUM) (ACTUAL USER)/ 8 PKG/4800 KGS/ ,
sales,6410,08-08-2014,00851 / GKN,,Agency charges,00851 / GKN,7500,JOBNO:00851/ AWB/BL.NO.:SINCB14029347 dt.14/07/2014/ BE.NO.:6239099 dt.25/07/2014/ GREASE ONE LUBER GKN-C (180 KGS / DRUM) (ACTUAL USER)/ 8 PKG/4800 KGS/ ,
sales,6410,08-08-2014,00851 / GKN,,Documentation charges,00851 / GKN,150,JOBNO:00851/ AWB/BL.NO.:SINCB14029347 dt.14/07/2014/ BE.NO.:6239099 dt.25/07/2014/ GREASE ONE LUBER GKN-C (180 KGS / DRUM) (ACTUAL USER)/ 8 PKG/4800 KGS/ ,
sales,6410,08-08-2014,00851 / GKN,,CFS Charges,00851 / GKN,2019,JOBNO:00851/ AWB/BL.NO.:SINCB14029347 dt.14/07/2014/ BE.NO.:6239099 dt.25/07/2014/ GREASE ONE LUBER GKN-C (180 KGS / DRUM) (ACTUAL USER)/ 8 PKG/4800 KGS/ ,
sales,6410,08-08-2014,00851 / GKN,,Service Tax On CFS Charges,00851 / GKN,250,JOBNO:00851/ AWB/BL.NO.:SINCB14029347 dt.14/07/2014/ BE.NO.:6239099 dt.25/07/2014/ GREASE ONE LUBER GKN-C (180 KGS / DRUM) (ACTUAL USER)/ 8 PKG/4800 KGS/ ,
sales,6410,08-08-2014,00851 / GKN,,Service Tax,00851 / GKN,945.54,JOBNO:00851/ AWB/BL.NO.:SINCB14029347 dt.14/07/2014/ BE.NO.:6239099 dt.25/07/2014/ GREASE ONE LUBER GKN-C (180 KGS / DRUM) (ACTUAL USER)/ 8 PKG/4800 KGS/ ,
sales,6411,08-08-2014,00651 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00651 / GKN,5730.02,JOBNO:00651/ AWB/BL.NO.:HJSCFXT4040284 dt.11/07/2014/ BE.NO.:6156536 dt.18/07/2014/ TOYOTA TULIP 235A  (ACTUAL USER) (297 PCS @ EUR 6.639 / PCS)/ 1 PCS/541.500 KGS/ ,
sales,6411,08-08-2014,00651 / GKN,,Agency charges,00651 / GKN,1800,JOBNO:00651/ AWB/BL.NO.:HJSCFXT4040284 dt.11/07/2014/ BE.NO.:6156536 dt.18/07/2014/ TOYOTA TULIP 235A  (ACTUAL USER) (297 PCS @ EUR 6.639 / PCS)/ 1 PCS/541.500 KGS/ ,
sales,6411,08-08-2014,00651 / GKN,,Documentation charges,00651 / GKN,150,JOBNO:00651/ AWB/BL.NO.:HJSCFXT4040284 dt.11/07/2014/ BE.NO.:6156536 dt.18/07/2014/ TOYOTA TULIP 235A  (ACTUAL USER) (297 PCS @ EUR 6.639 / PCS)/ 1 PCS/541.500 KGS/ ,
sales,6411,08-08-2014,00651 / GKN,,CFS Charges,00651 / GKN,3150,JOBNO:00651/ AWB/BL.NO.:HJSCFXT4040284 dt.11/07/2014/ BE.NO.:6156536 dt.18/07/2014/ TOYOTA TULIP 235A  (ACTUAL USER) (297 PCS @ EUR 6.639 / PCS)/ 1 PCS/541.500 KGS/ ,
sales,6411,08-08-2014,00651 / GKN,,Service Tax On CFS Charges,00651 / GKN,389,JOBNO:00651/ AWB/BL.NO.:HJSCFXT4040284 dt.11/07/2014/ BE.NO.:6156536 dt.18/07/2014/ TOYOTA TULIP 235A  (ACTUAL USER) (297 PCS @ EUR 6.639 / PCS)/ 1 PCS/541.500 KGS/ ,
sales,6411,08-08-2014,00651 / GKN,,Service Tax,00651 / GKN,241.02,JOBNO:00651/ AWB/BL.NO.:HJSCFXT4040284 dt.11/07/2014/ BE.NO.:6156536 dt.18/07/2014/ TOYOTA TULIP 235A  (ACTUAL USER) (297 PCS @ EUR 6.639 / PCS)/ 1 PCS/541.500 KGS/ ,
sales,6412,08-08-2014,00784 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00784 / GKN,14373.02,JOBNO:00784/ AWB/BL.NO.:UC1406073 dt.01/07/2014/ BE.NO.:6113966 dt.15/07/2014/ BOOT (AC 1700I) (ACTUAL USER) (5049 PCS @ USD 0.85114 / PCS)/ 4 PKG/532.540 KGS/ ,
sales,6412,08-08-2014,00784 / GKN,,Agency charges,00784 / GKN,1800,JOBNO:00784/ AWB/BL.NO.:UC1406073 dt.01/07/2014/ BE.NO.:6113966 dt.15/07/2014/ BOOT (AC 1700I) (ACTUAL USER) (5049 PCS @ USD 0.85114 / PCS)/ 4 PKG/532.540 KGS/ ,
sales,6412,08-08-2014,00784 / GKN,,Documentation charges,00784 / GKN,150,JOBNO:00784/ AWB/BL.NO.:UC1406073 dt.01/07/2014/ BE.NO.:6113966 dt.15/07/2014/ BOOT (AC 1700I) (ACTUAL USER) (5049 PCS @ USD 0.85114 / PCS)/ 4 PKG/532.540 KGS/ ,
