Voucher Type,Invoice No,Date,Ref,Dr Account,Cr.Account,Cost Center,Amount,Narration
sales,6412,08-08-2014,00784 / GKN,,CFS Charges,00784 / GKN,10842,JOBNO:00784/ AWB/BL.NO.:UC1406073 dt.01/07/2014/ BE.NO.:6113966 dt.15/07/2014/ BOOT (AC 1700I) (ACTUAL USER) (5049 PCS @ USD 0.85114 / PCS)/ 4 PKG/532.540 KGS/ ,
sales,6412,08-08-2014,00784 / GKN,,Service Tax On CFS Charges,00784 / GKN,1340,JOBNO:00784/ AWB/BL.NO.:UC1406073 dt.01/07/2014/ BE.NO.:6113966 dt.15/07/2014/ BOOT (AC 1700I) (ACTUAL USER) (5049 PCS @ USD 0.85114 / PCS)/ 4 PKG/532.540 KGS/ ,
sales,6412,08-08-2014,00784 / GKN,,Service Tax,00784 / GKN,241.02,JOBNO:00784/ AWB/BL.NO.:UC1406073 dt.01/07/2014/ BE.NO.:6113966 dt.15/07/2014/ BOOT (AC 1700I) (ACTUAL USER) (5049 PCS @ USD 0.85114 / PCS)/ 4 PKG/532.540 KGS/ ,
sales,6413,08-08-2014,00796 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00796 / GKN,6679.45,JOBNO:00796/ AWB/BL.NO.:HDMUBUWB4479094 dt.09/07/2014/ BE.NO.:6232563 dt.25/07/2014/ BA ABS RING (BRAKE PARTS FOR AUTOMOTIVE) (ACTUAL USER) (10120 PCS @ USD 1.23 / PCS)/ 2 PLT/864.780 KGS/ ,
sales,6413,08-08-2014,00796 / GKN,,Agency charges,00796 / GKN,2297,JOBNO:00796/ AWB/BL.NO.:HDMUBUWB4479094 dt.09/07/2014/ BE.NO.:6232563 dt.25/07/2014/ BA ABS RING (BRAKE PARTS FOR AUTOMOTIVE) (ACTUAL USER) (10120 PCS @ USD 1.23 / PCS)/ 2 PLT/864.780 KGS/ ,
sales,6413,08-08-2014,00796 / GKN,,Documentation charges,00796 / GKN,150,JOBNO:00796/ AWB/BL.NO.:HDMUBUWB4479094 dt.09/07/2014/ BE.NO.:6232563 dt.25/07/2014/ BA ABS RING (BRAKE PARTS FOR AUTOMOTIVE) (ACTUAL USER) (10120 PCS @ USD 1.23 / PCS)/ 2 PLT/864.780 KGS/ ,
sales,6413,08-08-2014,00796 / GKN,,CFS Charges,00796 / GKN,3498,JOBNO:00796/ AWB/BL.NO.:HDMUBUWB4479094 dt.09/07/2014/ BE.NO.:6232563 dt.25/07/2014/ BA ABS RING (BRAKE PARTS FOR AUTOMOTIVE) (ACTUAL USER) (10120 PCS @ USD 1.23 / PCS)/ 2 PLT/864.780 KGS/ ,
sales,6413,08-08-2014,00796 / GKN,,Service Tax On CFS Charges,00796 / GKN,432,JOBNO:00796/ AWB/BL.NO.:HDMUBUWB4479094 dt.09/07/2014/ BE.NO.:6232563 dt.25/07/2014/ BA ABS RING (BRAKE PARTS FOR AUTOMOTIVE) (ACTUAL USER) (10120 PCS @ USD 1.23 / PCS)/ 2 PLT/864.780 KGS/ ,
sales,6413,08-08-2014,00796 / GKN,,Service Tax,00796 / GKN,302.4492,JOBNO:00796/ AWB/BL.NO.:HDMUBUWB4479094 dt.09/07/2014/ BE.NO.:6232563 dt.25/07/2014/ BA ABS RING (BRAKE PARTS FOR AUTOMOTIVE) (ACTUAL USER) (10120 PCS @ USD 1.23 / PCS)/ 2 PLT/864.780 KGS/ ,
sales,6414,08-08-2014,00850 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00850 / GKN,5225.02,JOBNO:00850/ AWB/BL.NO.:563782693 dt.21/07/2014/ BE.NO.:6305872 dt.01/08/2014/ BOOT AC TOYOTA 235A (ACTUAL USER) (1200 PCS @ USD 0.87 / PCS)/ 1 PKG/95.260 KGS/ ,
sales,6414,08-08-2014,00850 / GKN,,Agency charges,00850 / GKN,1800,JOBNO:00850/ AWB/BL.NO.:563782693 dt.21/07/2014/ BE.NO.:6305872 dt.01/08/2014/ BOOT AC TOYOTA 235A (ACTUAL USER) (1200 PCS @ USD 0.87 / PCS)/ 1 PKG/95.260 KGS/ ,
sales,6414,08-08-2014,00850 / GKN,,Documentation charges,00850 / GKN,150,JOBNO:00850/ AWB/BL.NO.:563782693 dt.21/07/2014/ BE.NO.:6305872 dt.01/08/2014/ BOOT AC TOYOTA 235A (ACTUAL USER) (1200 PCS @ USD 0.87 / PCS)/ 1 PKG/95.260 KGS/ ,
sales,6414,08-08-2014,00850 / GKN,,CFS Charges,00850 / GKN,2700,JOBNO:00850/ AWB/BL.NO.:563782693 dt.21/07/2014/ BE.NO.:6305872 dt.01/08/2014/ BOOT AC TOYOTA 235A (ACTUAL USER) (1200 PCS @ USD 0.87 / PCS)/ 1 PKG/95.260 KGS/ ,
sales,6414,08-08-2014,00850 / GKN,,Service Tax On CFS Charges,00850 / GKN,334,JOBNO:00850/ AWB/BL.NO.:563782693 dt.21/07/2014/ BE.NO.:6305872 dt.01/08/2014/ BOOT AC TOYOTA 235A (ACTUAL USER) (1200 PCS @ USD 0.87 / PCS)/ 1 PKG/95.260 KGS/ ,
sales,6414,08-08-2014,00850 / GKN,,Service Tax,00850 / GKN,241.02,JOBNO:00850/ AWB/BL.NO.:563782693 dt.21/07/2014/ BE.NO.:6305872 dt.01/08/2014/ BOOT AC TOYOTA 235A (ACTUAL USER) (1200 PCS @ USD 0.87 / PCS)/ 1 PKG/95.260 KGS/ ,
sales,6415,08-08-2014,00809 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00809 / GKN,6489.02,JOBNO:00809/ AWB/BL.NO.:BKKCB14009921 dt.06/07/2014/ BE.NO.:6294458 dt.31/07/2014/ LIGHTEX AQUA (200 / DRUM) (ACTUAL USER) (3 DRUM @ USD 1.47580 / DRUM)/ 1 PLT/650 KGS/ ,
sales,6415,08-08-2014,00809 / GKN,,Agency charges,00809 / GKN,1800,JOBNO:00809/ AWB/BL.NO.:BKKCB14009921 dt.06/07/2014/ BE.NO.:6294458 dt.31/07/2014/ LIGHTEX AQUA (200 / DRUM) (ACTUAL USER) (3 DRUM @ USD 1.47580 / DRUM)/ 1 PLT/650 KGS/ ,
sales,6415,08-08-2014,00809 / GKN,,Documentation charges,00809 / GKN,150,JOBNO:00809/ AWB/BL.NO.:BKKCB14009921 dt.06/07/2014/ BE.NO.:6294458 dt.31/07/2014/ LIGHTEX AQUA (200 / DRUM) (ACTUAL USER) (3 DRUM @ USD 1.47580 / DRUM)/ 1 PLT/650 KGS/ ,
sales,6415,08-08-2014,00809 / GKN,,CFS Charges,00809 / GKN,3825,JOBNO:00809/ AWB/BL.NO.:BKKCB14009921 dt.06/07/2014/ BE.NO.:6294458 dt.31/07/2014/ LIGHTEX AQUA (200 / DRUM) (ACTUAL USER) (3 DRUM @ USD 1.47580 / DRUM)/ 1 PLT/650 KGS/ ,
sales,6415,08-08-2014,00809 / GKN,,Service Tax On CFS Charges,00809 / GKN,473,JOBNO:00809/ AWB/BL.NO.:BKKCB14009921 dt.06/07/2014/ BE.NO.:6294458 dt.31/07/2014/ LIGHTEX AQUA (200 / DRUM) (ACTUAL USER) (3 DRUM @ USD 1.47580 / DRUM)/ 1 PLT/650 KGS/ ,
sales,6415,08-08-2014,00809 / GKN,,Service Tax,00809 / GKN,241.02,JOBNO:00809/ AWB/BL.NO.:BKKCB14009921 dt.06/07/2014/ BE.NO.:6294458 dt.31/07/2014/ LIGHTEX AQUA (200 / DRUM) (ACTUAL USER) (3 DRUM @ USD 1.47580 / DRUM)/ 1 PLT/650 KGS/ ,
sales,6416,08-08-2014,00756 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00756 / GKN,6798.02,JOBNO:00756/ AWB/BL.NO.:HDMUBUWB4477600 dt.29/07/2014/ BE.NO.:6141954 dt.17/07/2014/ BOOT GI 1700I (ACTUAL USER) (2000 PCS @ USD 1.187 / PCS)/ 1 PKG/266 KGS/ ,
sales,6416,08-08-2014,00756 / GKN,,Agency charges,00756 / GKN,1800,JOBNO:00756/ AWB/BL.NO.:HDMUBUWB4477600 dt.29/07/2014/ BE.NO.:6141954 dt.17/07/2014/ BOOT GI 1700I (ACTUAL USER) (2000 PCS @ USD 1.187 / PCS)/ 1 PKG/266 KGS/ ,
sales,6416,08-08-2014,00756 / GKN,,Documentation charges,00756 / GKN,150,JOBNO:00756/ AWB/BL.NO.:HDMUBUWB4477600 dt.29/07/2014/ BE.NO.:6141954 dt.17/07/2014/ BOOT GI 1700I (ACTUAL USER) (2000 PCS @ USD 1.187 / PCS)/ 1 PKG/266 KGS/ ,
sales,6416,08-08-2014,00756 / GKN,,CFS Charges,00756 / GKN,4100,JOBNO:00756/ AWB/BL.NO.:HDMUBUWB4477600 dt.29/07/2014/ BE.NO.:6141954 dt.17/07/2014/ BOOT GI 1700I (ACTUAL USER) (2000 PCS @ USD 1.187 / PCS)/ 1 PKG/266 KGS/ ,
sales,6416,08-08-2014,00756 / GKN,,Service Tax On CFS Charges,00756 / GKN,507,JOBNO:00756/ AWB/BL.NO.:HDMUBUWB4477600 dt.29/07/2014/ BE.NO.:6141954 dt.17/07/2014/ BOOT GI 1700I (ACTUAL USER) (2000 PCS @ USD 1.187 / PCS)/ 1 PKG/266 KGS/ ,
sales,6416,08-08-2014,00756 / GKN,,Service Tax,00756 / GKN,241.02,JOBNO:00756/ AWB/BL.NO.:HDMUBUWB4477600 dt.29/07/2014/ BE.NO.:6141954 dt.17/07/2014/ BOOT GI 1700I (ACTUAL USER) (2000 PCS @ USD 1.187 / PCS)/ 1 PKG/266 KGS/ ,
sales,6417,11-08-2014,00836 / APOLLO,APOLLO TYRES LIMITED,,00836 / APOLLO,2696.64,JOBNO:00836/ AWB/BL.NO.:HLCUTPE140638918 dt.04/07/2014/ BE.NO.:6241541 dt.25/07/2014/ NYLON/ 13 RLS/5996 KGS/ 4100039189,
sales,6417,11-08-2014,00836 / APOLLO,,Agency charges,00836 / APOLLO,2400,JOBNO:00836/ AWB/BL.NO.:HLCUTPE140638918 dt.04/07/2014/ BE.NO.:6241541 dt.25/07/2014/ NYLON/ 13 RLS/5996 KGS/ 4100039189,
sales,6417,11-08-2014,00836 / APOLLO,,Service Tax,00836 / APOLLO,296.64,JOBNO:00836/ AWB/BL.NO.:HLCUTPE140638918 dt.04/07/2014/ BE.NO.:6241541 dt.25/07/2014/ NYLON/ 13 RLS/5996 KGS/ 4100039189,
sales,6418,11-08-2014,00843 / CREATION,CREATION,,00843 / CREATION,268636.6,JOBNO:00843/ AWB/BL.NO.:864836884 dt.08/06/2014/ BE.NO.:6128894 dt.16/07/2014/ BLANKET 100% POLYESTER (190CMX230CMSX2.2KG)/ 280 CTN/7420 KGS/ ,
sales,6418,11-08-2014,00843 / CREATION,,Documentation charges,00843 / CREATION,250,JOBNO:00843/ AWB/BL.NO.:864836884 dt.08/06/2014/ BE.NO.:6128894 dt.16/07/2014/ BLANKET 100% POLYESTER (190CMX230CMSX2.2KG)/ 280 CTN/7420 KGS/ ,
sales,6418,11-08-2014,00843 / CREATION,,Delivery Expenses,00843 / CREATION,750,JOBNO:00843/ AWB/BL.NO.:864836884 dt.08/06/2014/ BE.NO.:6128894 dt.16/07/2014/ BLANKET 100% POLYESTER (190CMX230CMSX2.2KG)/ 280 CTN/7420 KGS/ ,
sales,6418,11-08-2014,00843 / CREATION,,Agency charges,00843 / CREATION,10000,JOBNO:00843/ AWB/BL.NO.:864836884 dt.08/06/2014/ BE.NO.:6128894 dt.16/07/2014/ BLANKET 100% POLYESTER (190CMX230CMSX2.2KG)/ 280 CTN/7420 KGS/ ,
sales,6418,11-08-2014,00843 / CREATION,,Custom Sundries,00843 / CREATION,20000,JOBNO:00843/ AWB/BL.NO.:864836884 dt.08/06/2014/ BE.NO.:6128894 dt.16/07/2014/ BLANKET 100% POLYESTER (190CMX230CMSX2.2KG)/ 280 CTN/7420 KGS/ ,
sales,6418,11-08-2014,00843 / CREATION,,CFS Charges,00843 / CREATION,37613,JOBNO:00843/ AWB/BL.NO.:864836884 dt.08/06/2014/ BE.NO.:6128894 dt.16/07/2014/ BLANKET 100% POLYESTER (190CMX230CMSX2.2KG)/ 280 CTN/7420 KGS/ ,
sales,6418,11-08-2014,00843 / CREATION,,DO CHARGES,00843 / CREATION,191585,JOBNO:00843/ AWB/BL.NO.:864836884 dt.08/06/2014/ BE.NO.:6128894 dt.16/07/2014/ BLANKET 100% POLYESTER (190CMX230CMSX2.2KG)/ 280 CTN/7420 KGS/ ,
sales,6418,11-08-2014,00843 / CREATION,,Textiles Committee,00843 / CREATION,4607,JOBNO:00843/ AWB/BL.NO.:864836884 dt.08/06/2014/ BE.NO.:6128894 dt.16/07/2014/ BLANKET 100% POLYESTER (190CMX230CMSX2.2KG)/ 280 CTN/7420 KGS/ ,
sales,6418,11-08-2014,00843 / CREATION,,Service Tax,00843 / CREATION,3831.6,JOBNO:00843/ AWB/BL.NO.:864836884 dt.08/06/2014/ BE.NO.:6128894 dt.16/07/2014/ BLANKET 100% POLYESTER (190CMX230CMSX2.2KG)/ 280 CTN/7420 KGS/ ,
sales,6419,11-08-2014,00892 / SEW,SEW EURODRIVE INDIA PVT LTD,,00892 / SEW,5955.08,JOBNO:00892/ AWB/BL.NO.:43510030406018 dt.08/07/2014/ BE.NO.:6314344 dt.02/08/2014/ 13618792-TERM.BOX DR160-180 2M40/2M16 AL[FOR GEAR ENGINE] ( ACTUAL USER) (10 PCS @ EUR 6.2/PCS)/ 26 CTN/12243 KGS/ ,
sales,6419,11-08-2014,00892 / SEW,,Agency charges,00892 / SEW,4000,JOBNO:00892/ AWB/BL.NO.:43510030406018 dt.08/07/2014/ BE.NO.:6314344 dt.02/08/2014/ 13618792-TERM.BOX DR160-180 2M40/2M16 AL[FOR GEAR ENGINE] ( ACTUAL USER) (10 PCS @ EUR 6.2/PCS)/ 26 CTN/12243 KGS/ ,
sales,6419,11-08-2014,00892 / SEW,,Documentation charges,00892 / SEW,800,JOBNO:00892/ AWB/BL.NO.:43510030406018 dt.08/07/2014/ BE.NO.:6314344 dt.02/08/2014/ 13618792-TERM.BOX DR160-180 2M40/2M16 AL[FOR GEAR ENGINE] ( ACTUAL USER) (10 PCS @ EUR 6.2/PCS)/ 26 CTN/12243 KGS/ ,
sales,6419,11-08-2014,00892 / SEW,,Labour Charges,00892 / SEW,500,JOBNO:00892/ AWB/BL.NO.:43510030406018 dt.08/07/2014/ BE.NO.:6314344 dt.02/08/2014/ 13618792-TERM.BOX DR160-180 2M40/2M16 AL[FOR GEAR ENGINE] ( ACTUAL USER) (10 PCS @ EUR 6.2/PCS)/ 26 CTN/12243 KGS/ ,
sales,6419,11-08-2014,00892 / SEW,,Service Tax,00892 / SEW,655.08,JOBNO:00892/ AWB/BL.NO.:43510030406018 dt.08/07/2014/ BE.NO.:6314344 dt.02/08/2014/ 13618792-TERM.BOX DR160-180 2M40/2M16 AL[FOR GEAR ENGINE] ( ACTUAL USER) (10 PCS @ EUR 6.2/PCS)/ 26 CTN/12243 KGS/ ,
sales,6420,11-08-2014,00892 / SEW,SEW EURODRIVE INDIA PVT LTD,,00892 / SEW,8245,JOBNO:00892/ AWB/BL.NO.:43510030406018 dt.08/07/2014/ BE.NO.:6314344 dt.02/08/2014/ 13618792-TERM.BOX DR160-180 2M40/2M16 AL[FOR GEAR ENGINE] ( ACTUAL USER) (10 PCS @ EUR 6.2/PCS)/ 26 CTN/12243 KGS/ ,
sales,6420,11-08-2014,00892 / SEW,,Transport Charges,00892 / SEW,8245,JOBNO:00892/ AWB/BL.NO.:43510030406018 dt.08/07/2014/ BE.NO.:6314344 dt.02/08/2014/ 13618792-TERM.BOX DR160-180 2M40/2M16 AL[FOR GEAR ENGINE] ( ACTUAL USER) (10 PCS @ EUR 6.2/PCS)/ 26 CTN/12243 KGS/ ,
sales,6420,11-08-2014,00892 / SEW,,Service Tax,00892 / SEW,0,JOBNO:00892/ AWB/BL.NO.:43510030406018 dt.08/07/2014/ BE.NO.:6314344 dt.02/08/2014/ 13618792-TERM.BOX DR160-180 2M40/2M16 AL[FOR GEAR ENGINE] ( ACTUAL USER) (10 PCS @ EUR 6.2/PCS)/ 26 CTN/12243 KGS/ ,
sales,6421,11-08-2014,00669 / SEW,SEW EURODRIVE INDIA PVT LTD,,00669 / SEW,5955.08,JOBNO:00669/ AWB/BL.NO.:HLCUSTR140604038 dt.14/06/2014/ BE.NO.: dt./ 0875232X-COIL BODY C.+ DA BMG8+ HF 230AC[FOR GEAR ENGINE]  (ACTUAL USER) (3 PCS @ EUR 212.72 / PCS)/ 74 CAS/13589.783 KGS/ ,
sales,6421,11-08-2014,00669 / SEW,,Agency charges,00669 / SEW,4000,JOBNO:00669/ AWB/BL.NO.:HLCUSTR140604038 dt.14/06/2014/ BE.NO.: dt./ 0875232X-COIL BODY C.+ DA BMG8+ HF 230AC[FOR GEAR ENGINE]  (ACTUAL USER) (3 PCS @ EUR 212.72 / PCS)/ 74 CAS/13589.783 KGS/ ,
sales,6421,11-08-2014,00669 / SEW,,Documentation charges,00669 / SEW,800,JOBNO:00669/ AWB/BL.NO.:HLCUSTR140604038 dt.14/06/2014/ BE.NO.: dt./ 0875232X-COIL BODY C.+ DA BMG8+ HF 230AC[FOR GEAR ENGINE]  (ACTUAL USER) (3 PCS @ EUR 212.72 / PCS)/ 74 CAS/13589.783 KGS/ ,
sales,6421,11-08-2014,00669 / SEW,,Labour Charges,00669 / SEW,500,JOBNO:00669/ AWB/BL.NO.:HLCUSTR140604038 dt.14/06/2014/ BE.NO.: dt./ 0875232X-COIL BODY C.+ DA BMG8+ HF 230AC[FOR GEAR ENGINE]  (ACTUAL USER) (3 PCS @ EUR 212.72 / PCS)/ 74 CAS/13589.783 KGS/ ,
sales,6421,11-08-2014,00669 / SEW,,Service Tax,00669 / SEW,655.08,JOBNO:00669/ AWB/BL.NO.:HLCUSTR140604038 dt.14/06/2014/ BE.NO.: dt./ 0875232X-COIL BODY C.+ DA BMG8+ HF 230AC[FOR GEAR ENGINE]  (ACTUAL USER) (3 PCS @ EUR 212.72 / PCS)/ 74 CAS/13589.783 KGS/ ,
sales,6422,11-08-2014,00669 / SEW,SEW EURODRIVE INDIA PVT LTD,,00669 / SEW,8245,JOBNO:00669/ AWB/BL.NO.:HLCUSTR140604038 dt.14/06/2014/ BE.NO.:633393 dt.04/08/2014/ 0875232X-COIL BODY C.+ DA BMG8+ HF 230AC[FOR GEAR ENGINE]  (ACTUAL USER) (3 PCS @ EUR 212.72 / PCS)/ 74 CAS/13589.783 KGS/ ,
sales,6422,11-08-2014,00669 / SEW,,Transport Charges,00669 / SEW,8245,JOBNO:00669/ AWB/BL.NO.:HLCUSTR140604038 dt.14/06/2014/ BE.NO.:633393 dt.04/08/2014/ 0875232X-COIL BODY C.+ DA BMG8+ HF 230AC[FOR GEAR ENGINE]  (ACTUAL USER) (3 PCS @ EUR 212.72 / PCS)/ 74 CAS/13589.783 KGS/ ,
sales,6422,11-08-2014,00669 / SEW,,Service Tax,00669 / SEW,0,JOBNO:00669/ AWB/BL.NO.:HLCUSTR140604038 dt.14/06/2014/ BE.NO.:633393 dt.04/08/2014/ 0875232X-COIL BODY C.+ DA BMG8+ HF 230AC[FOR GEAR ENGINE]  (ACTUAL USER) (3 PCS @ EUR 212.72 / PCS)/ 74 CAS/13589.783 KGS/ ,
sales,6423,11-08-2014,00831 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00831 / GKN,7381.02,JOBNO:00831/ AWB/BL.NO.:BASSCNN1407043 dt.29/07/2014/ BE.NO.:6295650 dt.31/07/2014/ DAMPER ACCENT (ACTUAL USER) (1800 PCS @ USD 1.27 / PCS)/ 2 PKG/1024 KGS/ ,
sales,6423,11-08-2014,00831 / GKN,,Agency charges,00831 / GKN,1800,JOBNO:00831/ AWB/BL.NO.:BASSCNN1407043 dt.29/07/2014/ BE.NO.:6295650 dt.31/07/2014/ DAMPER ACCENT (ACTUAL USER) (1800 PCS @ USD 1.27 / PCS)/ 2 PKG/1024 KGS/ ,
sales,6423,11-08-2014,00831 / GKN,,Documentation charges,00831 / GKN,150,JOBNO:00831/ AWB/BL.NO.:BASSCNN1407043 dt.29/07/2014/ BE.NO.:6295650 dt.31/07/2014/ DAMPER ACCENT (ACTUAL USER) (1800 PCS @ USD 1.27 / PCS)/ 2 PKG/1024 KGS/ ,
sales,6423,11-08-2014,00831 / GKN,,CFS Charges,00831 / GKN,4619,JOBNO:00831/ AWB/BL.NO.:BASSCNN1407043 dt.29/07/2014/ BE.NO.:6295650 dt.31/07/2014/ DAMPER ACCENT (ACTUAL USER) (1800 PCS @ USD 1.27 / PCS)/ 2 PKG/1024 KGS/ ,
sales,6423,11-08-2014,00831 / GKN,,Service Tax On CFS Charges,00831 / GKN,571,JOBNO:00831/ AWB/BL.NO.:BASSCNN1407043 dt.29/07/2014/ BE.NO.:6295650 dt.31/07/2014/ DAMPER ACCENT (ACTUAL USER) (1800 PCS @ USD 1.27 / PCS)/ 2 PKG/1024 KGS/ ,
sales,6423,11-08-2014,00831 / GKN,,Service Tax,00831 / GKN,241.02,JOBNO:00831/ AWB/BL.NO.:BASSCNN1407043 dt.29/07/2014/ BE.NO.:6295650 dt.31/07/2014/ DAMPER ACCENT (ACTUAL USER) (1800 PCS @ USD 1.27 / PCS)/ 2 PKG/1024 KGS/ ,
sales,6424,11-08-2014,00640 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00640 / GKN,155786.54,JOBNO:00640/ AWB/BL.NO.:HJSCEL463941700 DT.18/07/2014/ BE.NO.:6104835 dt.15/07/2014/ NON ALLOY HOT ROLLED STEEL BAR (G:38B3) (S:22.80MM) BARS OF NON ALLOY NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER)/ 96BUN / 196246KGS/ ,
sales,6424,11-08-2014,00640 / GKN,,Agency charges,00640 / GKN,67500,JOBNO:00640/ AWB/BL.NO.:HJSCEL463941700 DT.18/07/2014/ BE.NO.:6104835 dt.15/07/2014/ NON ALLOY HOT ROLLED STEEL BAR (G:38B3) (S:22.80MM) BARS OF NON ALLOY NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER)/ 96BUN / 196246KGS/ ,
sales,6424,11-08-2014,00640 / GKN,,Documentation charges,00640 / GKN,150,JOBNO:00640/ AWB/BL.NO.:HJSCEL463941700 DT.18/07/2014/ BE.NO.:6104835 dt.15/07/2014/ NON ALLOY HOT ROLLED STEEL BAR (G:38B3) (S:22.80MM) BARS OF NON ALLOY NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER)/ 96BUN / 196246KGS/ ,
sales,6424,11-08-2014,00640 / GKN,,CFS Charges,00640 / GKN,70999,JOBNO:00640/ AWB/BL.NO.:HJSCEL463941700 DT.18/07/2014/ BE.NO.:6104835 dt.15/07/2014/ NON ALLOY HOT ROLLED STEEL BAR (G:38B3) (S:22.80MM) BARS OF NON ALLOY NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER)/ 96BUN / 196246KGS/ ,
sales,6424,11-08-2014,00640 / GKN,,Service Tax On CFS Charges,00640 / GKN,8776,JOBNO:00640/ AWB/BL.NO.:HJSCEL463941700 DT.18/07/2014/ BE.NO.:6104835 dt.15/07/2014/ NON ALLOY HOT ROLLED STEEL BAR (G:38B3) (S:22.80MM) BARS OF NON ALLOY NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER)/ 96BUN / 196246KGS/ ,
sales,6424,11-08-2014,00640 / GKN,,Service Tax,00640 / GKN,8361.54,JOBNO:00640/ AWB/BL.NO.:HJSCEL463941700 DT.18/07/2014/ BE.NO.:6104835 dt.15/07/2014/ NON ALLOY HOT ROLLED STEEL BAR (G:38B3) (S:22.80MM) BARS OF NON ALLOY NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER)/ 96BUN / 196246KGS/ ,
sales,6425,11-08-2014,00862 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00862 / GKN,6650.41,JOBNO:00862/ AWB/BL.NO.:SGTEMAALZC14070123X dt.14/07/2014/ BE.NO.:6277107 dt.31/07/2014/ BALL BEARING LR6009 W19 PDLLU (ACTUAL USER) (3456 PCS @ USD 5.02 / PCS)/ 2 PLT/1066 KGS/ ,
sales,6425,11-08-2014,00862 / GKN,,Agency charges,00862 / GKN,3219,JOBNO:00862/ AWB/BL.NO.:SGTEMAALZC14070123X dt.14/07/2014/ BE.NO.:6277107 dt.31/07/2014/ BALL BEARING LR6009 W19 PDLLU (ACTUAL USER) (3456 PCS @ USD 5.02 / PCS)/ 2 PLT/1066 KGS/ ,
sales,6425,11-08-2014,00862 / GKN,,Documentation charges,00862 / GKN,150,JOBNO:00862/ AWB/BL.NO.:SGTEMAALZC14070123X dt.14/07/2014/ BE.NO.:6277107 dt.31/07/2014/ BALL BEARING LR6009 W19 PDLLU (ACTUAL USER) (3456 PCS @ USD 5.02 / PCS)/ 2 PLT/1066 KGS/ ,
sales,6425,11-08-2014,00862 / GKN,,CFS Charges,00862 / GKN,2550,JOBNO:00862/ AWB/BL.NO.:SGTEMAALZC14070123X dt.14/07/2014/ BE.NO.:6277107 dt.31/07/2014/ BALL BEARING LR6009 W19 PDLLU (ACTUAL USER) (3456 PCS @ USD 5.02 / PCS)/ 2 PLT/1066 KGS/ ,
sales,6425,11-08-2014,00862 / GKN,,Service Tax On CFS Charges,00862 / GKN,315,JOBNO:00862/ AWB/BL.NO.:SGTEMAALZC14070123X dt.14/07/2014/ BE.NO.:6277107 dt.31/07/2014/ BALL BEARING LR6009 W19 PDLLU (ACTUAL USER) (3456 PCS @ USD 5.02 / PCS)/ 2 PLT/1066 KGS/ ,
sales,6425,11-08-2014,00862 / GKN,,Service Tax,00862 / GKN,416.4084,JOBNO:00862/ AWB/BL.NO.:SGTEMAALZC14070123X dt.14/07/2014/ BE.NO.:6277107 dt.31/07/2014/ BALL BEARING LR6009 W19 PDLLU (ACTUAL USER) (3456 PCS @ USD 5.02 / PCS)/ 2 PLT/1066 KGS/ ,
sales,6426,11-08-2014,00927 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00927 / GKN,6729.93,JOBNO:00927/ AWB/BL.NO.:HDMUQSII5232237 dt.11/07/2014/ BE.NO.:6235757 dt.25/07/2014/ ROLLER GI1500i GR3  (WHITE) (ACTUAL USER) (15750 PCS @ USD 0.306  / PCS)/ 2 PLT/1276 KGS/ ,
sales,6426,11-08-2014,00927 / GKN,,Agency charges,00927 / GKN,2665,JOBNO:00927/ AWB/BL.NO.:HDMUQSII5232237 dt.11/07/2014/ BE.NO.:6235757 dt.25/07/2014/ ROLLER GI1500i GR3  (WHITE) (ACTUAL USER) (15750 PCS @ USD 0.306  / PCS)/ 2 PLT/1276 KGS/ ,
sales,6426,11-08-2014,00927 / GKN,,Documentation charges,00927 / GKN,150,JOBNO:00927/ AWB/BL.NO.:HDMUQSII5232237 dt.11/07/2014/ BE.NO.:6235757 dt.25/07/2014/ ROLLER GI1500i GR3  (WHITE) (ACTUAL USER) (15750 PCS @ USD 0.306  / PCS)/ 2 PLT/1276 KGS/ ,
sales,6426,11-08-2014,00927 / GKN,,CFS Charges,00927 / GKN,3175,JOBNO:00927/ AWB/BL.NO.:HDMUQSII5232237 dt.11/07/2014/ BE.NO.:6235757 dt.25/07/2014/ ROLLER GI1500i GR3  (WHITE) (ACTUAL USER) (15750 PCS @ USD 0.306  / PCS)/ 2 PLT/1276 KGS/ ,
sales,6426,11-08-2014,00927 / GKN,,Service Tax On CFS Charges,00927 / GKN,392,JOBNO:00927/ AWB/BL.NO.:HDMUQSII5232237 dt.11/07/2014/ BE.NO.:6235757 dt.25/07/2014/ ROLLER GI1500i GR3  (WHITE) (ACTUAL USER) (15750 PCS @ USD 0.306  / PCS)/ 2 PLT/1276 KGS/ ,
